opening,trap_name,clean_moves,commented_moves,metadata
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nc3 d6 5. exd6 Bxd6 6. h3 Nxf2 7. Kxf2 Qh4+ 8. Kf3 Qg3+ 9. Ke4 Bf5+ 10. Kxf5 Qg6#,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nc3 d6 5. exd6 Bxd6 6. h3 Nxf2 7. Kxf2 Qh4+ 8. Kf3 Qg3+ 9. Ke4 Bf5+ 10. Kxf5 Qg6#,"Fomin - Fedossov, USSR 1988"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Qd4 d6 5. exd6 Bxd6 6. Qxg7 Be5,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Qd4 d6 5. exd6 Bxd6 6. Qxg7 Be5,"Takasz - Krejcik, Vienna 1920"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Qd4 d6 5. exd6 Bxd6 6. c5 Nc6 7. Qd1 Nxf2 8. Kxf2 Bg3+ 9. hxg3 Qxd1,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Qd4 d6 5. exd6 Bxd6 6. c5 Nc6 7. Qd1 Nxf2 8. Kxf2 Bg3+ 9. hxg3 Qxd1,"Rajacajn - Wall, Bill, Internet 1996"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Bc5 5. e4 Nc6 6. Bg5 Bxf2+ 7. Ke2 Nd4+ 8. Qxd4 Bxd4 9. Bxd8 Bxb2,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Bc5 5. e4 Nc6 6. Bg5 Bxf2+ 7. Ke2 Nd4+ 8. Qxd4 Bxd4 9. Bxd8 Bxb2,"Zak - Mieses, London 1944"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Nc6 5. Bf4 Bb4+ 6. Nc3 Qe7 7. g3 Ncxe5 8. Ng5 h6 9. Nge4 f5 10. Nd2 Nd3#,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Nc6 5. Bf4 Bb4+ 6. Nc3 Qe7 7. g3 Ncxe5 8. Ng5 h6 9. Nge4 f5 10. Nd2 Nd3#,"Heuston, G. - Wall, Bill, Fremont, CA 1991"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Nc6 5. Bf4 Bb4+ 6. Nbd2 Qe7 7. a3 Ngxe5 8. axb4 Nd3#,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 Nc6 5. Bf4 Bb4+ 6. Nbd2 Qe7 7. a3 Ngxe5 8. axb4 Nd3#,"Detellis, P. - Wall, Bill, Condord, CA 1986"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 d6 5. exd6 Bxd6 6. h3 Nxf2 7. Kxf2 Bg3+ 8. Kxg3 Qxd1,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3 d6 5. exd6 Bxd6 6. h3 Nxf2 7. Kxf2 Bg3+ 8. Kxg3 Qxd1,"Preston - Wall, Bill, Thailand 1973"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 Nc6 5. Nf3 Bb4+ 6. Nbd2 Qe7 7. a3 Ncxe5 8. axb4 Nd3#,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 Nc6 5. Nf3 Bb4+ 6. Nbd2 Qe7 7. a3 Ncxe5 8. axb4 Nd3#,"Subbramman - Munteanu, India 1991"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 Nc6 5. Nf3 Bb4+ 6. Nbd2 Qe7 7. h3 Ngxe5 8. Nxe5 Nxe5 9. a3 Nd3#,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 Nc6 5. Nf3 Bb4+ 6. Nbd2 Qe7 7. h3 Ngxe5 8. Nxe5 Nxe5 9. a3 Nd3#,"Flament - Gedult, Paris 1970"
Opening (A52),Opening (A52),1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 g5 5. Bd2 Nxe5 6. e3 d6 7. Be2 Be6 8. Bc3 Nbc6 9. f4 gxf4 10. exf4,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 g5 5. Bd2 Nxe5 6. e3 d6 7. Be2 Be6 8. Bc3 Nbc6 9. f4 gxf4 10. exf4,"Hertneck - Wunderer, Germany 1990"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. f3 d4 4. Na4 e6 5. Ne2 b5,1. e4 c6 2. Nc3 d5 3. f3 d4 4. Na4 e6 5. Ne2 b5,"Hardrock - Wall, Bill, Internet 1997"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Neg5 e6 7. Qe2 Nb6 8. Ne5 Qd4 9. Nexf7 Rg8 10. Bxe6,1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Neg5 e6 7. Qe2 Nb6 8. Ne5 Qd4 9. Nexf7 Rg8 10. Bxe6,"Wisniewski - Halasiewwicz, Corr. 1993"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nd7 5. Qe2 Ngf6 6. Nd6#,1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nd7 5. Qe2 Ngf6 6. Nd6#,"Alekhine - NN, Palma de Mallorca 1935"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nf6 5. Qe2 Nbd7 6. Nd6#,1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nf6 5. Qe2 Nbd7 6. Nd6#,"Nisimura - Markovic, Lucerne 1982"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nf6 5. Qe2 Bg4 6. g3 Nbd7 7. Nd6#,1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Nxe4 Nf6 5. Qe2 Bg4 6. g3 Nbd7 7. Nd6#,"Rota - Sarwer, Canada 1988"
Opening (B11),Opening (B11),1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bh5 5. Be2 Na6 6. exd5 cxd5 7. Bb5+,1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bh5 5. Be2 Na6 6. exd5 cxd5 7. Bb5+,"Podhraski - Zavec, Bled 1996"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Qf3 d4 4. Bc4 Nf6 5. e5 dxc3 6. exf6 g6 7. dxc3 Nd7 8. Bxf7+ Kxf7 9. fxe7+ Kxe7 10. Bg5+,1. e4 c6 2. Nc3 d5 3. Qf3 d4 4. Bc4 Nf6 5. e5 dxc3 6. exf6 g6 7. dxc3 Nd7 8. Bxf7+ Kxf7 9. fxe7+ Kxe7 10. Bg5+,"Dainauskas - Blecher, Siauliai 1980"
Opening (B10),Opening (B10),1. e4 c6 2. Nc3 d5 3. Qf3 dxe4 4. Nxe4 e5 5. Bc4 Nf6 6. Ng5 Bg4 7. Qb3,1. e4 c6 2. Nc3 d5 3. Qf3 dxe4 4. Nxe4 e5 5. Bc4 Nf6 6. Ng5 Bg4 7. Qb3,"Taylor - Angermann, Corr. 1986"
Opening (B10),Opening (B10),1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Qa4+ Qd7 6. Bb5,1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Qa4+ Qd7 6. Bb5,"Dubois - Coudray, Paris 1989"
Opening (B10),Opening (B10),1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Bb5+ Bd7 6. Bc4 Qc7 7. Qb3 b5 8. d6 Qxc4,1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Bb5+ Bd7 6. Bc4 Qc7 7. Qb3 b5 8. d6 Qxc4,"Spiel - Bramkamp, Dortmund 1991"
Opening (B10),Opening (B10),1. e4 c6 2. d3 d5 3. Nd2 g6 4. f4 Nh6 5. Ngf3 Ng4 6. Be2 Ne3,1. e4 c6 2. d3 d5 3. Nd2 g6 4. f4 Nh6 5. Ngf3 Ng4 6. Be2 Ne3,"Metzger - Brandon, USA 1989"
Opening (B15),Opening (B15),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4 Bf5 5. f3 exf3 6. Nxf3 e6 7. O-O Nf6 8. Ne5 h6 9. Rxf5 exf5 10. Nxf7,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4 Bf5 5. f3 exf3 6. Nxf3 e6 7. O-O Nf6 8. Ne5 h6 9. Rxf5 exf5 10. Nxf7,"Buerki - Plauth, San Bernadino 1992"
Opening (B18),Opening (B18),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Qe2 Nd7 6. Nd6#,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Qe2 Nd7 6. Nd6#,"Wall, Bill - Ferens, D., Dayton 1981"
Opening (B12),Opening (B12),1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6 fxe6 6. Qh5+ g6 7. Qxg6+ hxg6 8. Bxg6#,1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6 fxe6 6. Qh5+ g6 7. Qxg6+ hxg6 8. Bxg6#,"Damant - NN, London 1932"
Opening (B17),Opening (B17),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Qe2 b5 7. Nd6#,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Qe2 b5 7. Nd6#,"Smith - Tichenor, South Carolina 1982"
Opening (B17),Opening (B17),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 h6 6. Ne6 Qa5+ 7. Bd2 Qb6 8. Bd3 fxe6 9. Qh5+ Kd8 10. Ba5,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 h6 6. Ne6 Qa5+ 7. Bd2 Qb6 8. Bd3 fxe6 9. Qh5+ Kd8 10. Ba5,"Nunn, J. - Georgiev, Linares 1988"
Opening (B15),Opening (B15),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Qe7+ 7. Ne2 Qb4+,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Qe7+ 7. Ne2 Qb4+,"Sira - Konopkova, Russia 1994"
Opening (B15),Opening (B15),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Qe7+ 7. Qe2 Be6 8. Be3 Qb4+,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Qe7+ 7. Qe2 Be6 8. Be3 Qb4+,"Birr - Mammen, Eppingen 1988"
Opening (B15),Opening (B15),1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Qd3 e5 6. dxe5 Qa5+ 7. Bd2 Qxe5 8. O-O-O Nxe4 9. Qd8+ Kxd8 10. Bg5+ Kc7 11. Bd8#,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Qd3 e5 6. dxe5 Qa5+ 7. Bd2 Qxe5 8. O-O-O Nxe4 9. Qd8+ Kxd8 10. Bg5+ Kc7 11. Bd8#,"Reti - Tartakower, Vienna 1910"
Opening (B13),Opening (B13),1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 dxc4 7. Bxc4 Qxd4 8. Qxd4 Nxd4 9. O-O-O Nc6 10. Nb5,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 dxc4 7. Bxc4 Qxd4 8. Qxd4 Nxd4 9. O-O-O Nc6 10. Nb5,"Janko - Lumsdon, Disentis 1991"
Opening (B13),Opening (B13),1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nf6 5. Bf4 Qb6 6. Nc3 e6 7. Nb5 Nc6 8. Bc7 Qa6 9. Nd6+ Bxd6 10. Bxa6,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nf6 5. Bf4 Qb6 6. Nc3 e6 7. Nb5 Nc6 8. Bc7 Qa6 9. Nd6+ Bxd6 10. Bxa6,"Pickett - Veatch, Las Vegas 1986"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Nf3 Bg4 5. h3 Bxf3 6. Qxf3 Nc6 7. Bb5 Qb6 8. Nd5 Qa5 9. b4 Qxb5 10. Nxc7+,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Nf3 Bg4 5. h3 Bxf3 6. Qxf3 Nc6 7. Bb5 Qb6 8. Nd5 Qa5 9. b4 Qxb5 10. Nxc7+,"Wiesel - Weigel, Corr. 1923"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Bd2 Nc6 6. Bb5 Bd7 7. Nd5 Nb4 8. Bxb4,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Bd2 Nc6 6. Bb5 Bd7 7. Nd5 Nb4 8. Bxb4,"Abrahams - Crothers, Oxford 1925"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 a6 5. Nge2 b5 6. Bf4 Qb6 7. Nd5,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 a6 5. Nge2 b5 6. Bf4 Qb6 7. Nd5,"Korneev - Hettler, Europe 1993"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 e5 5. Qh5 g6 6. Qxe5+ Ne7 7. Qxh8,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 e5 5. Qh5 g6 6. Qxe5+ Ne7 7. Qxh8,"Wall, Bill - Puke, Internet 1996"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 Nf6 5. Nf3 Bg4 6. Ne5 Bh5 7. Qxh5 Nxh5 8. Bxf7#,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 Nf6 5. Nf3 Bg4 6. Ne5 Bh5 7. Qxh5 Nxh5 8. Bxf7#,"Balode - Sondore, Riga 1965"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nc6 5. Nf3 Bg4 6. d5 Ne5 7. Nxe5 Bxd1 8. Bb5+,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nc6 5. Nf3 Bg4 6. d5 Ne5 7. Nxe5 Bxd1 8. Bb5+,"Mieses - Akvist, Europe 1895"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Be2 Bf5 5. Nf3 Qc5 6. d4 Qb6 7. O-O Nc6 8. Nd5 Qb5 9. Nxc7+,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Be2 Bf5 5. Nf3 Qc5 6. d4 Qb6 7. O-O Nc6 8. Nd5 Qb5 9. Nxc7+,"Wall, Bill - LonelyMonkey, Internet 1996"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Be2 Bg4 5. f3 Bh5 6. Nb5 e6 7. d4,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Be2 Bg4 5. f3 Bh5 6. Nb5 e6 7. d4,"Wall, Bill - Lovegren, R., Dayton 1980"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe6+ 4. Be2 Nf6 5. Nb5 Nd5 6. c4 Qg6 7. cxd5 Qxg2 8. Bf3 Qg6 9. Nxc7+,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe6+ 4. Be2 Nf6 5. Nb5 Nd5 6. c4 Qg6 7. cxd5 Qxg2 8. Bf3 Qg6 9. Nxc7+,"Wall, Bill - Adams, R., San Antonio 1996"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Qxd5 3. Nf3 Bg4 4. Be2 Nc6 5. Nc3 Qa5 6. d4 e5 7. Nxe5 Bxe2 8. Nxc6 Qxc3+ 9. bxc3 Bxd1,1. e4 d5 2. exd5 Qxd5 3. Nf3 Bg4 4. Be2 Nc6 5. Nc3 Qa5 6. d4 e5 7. Nxe5 Bxe2 8. Nxc6 Qxc3+ 9. bxc3 Bxd1,"Zabrzeski - Angelov, Budapest 1967"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 e6 3. dxe6 Bxe6 4. d4 Nf6 5. Nc3 Bd6 6. d5 Nxd5 7. Nxd5 Bxd5 8. Qxd5 Bb4+,1. e4 d5 2. exd5 e6 3. dxe6 Bxe6 4. d4 Nf6 5. Nc3 Bd6 6. d5 Nxd5 7. Nxd5 Bxd5 8. Qxd5 Bb4+,"Cagle - Wall, Bill, North Carolina 1976"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Nf6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. Nc3 Nxd5 6. Nxd5 Qxd5 7. Qf3 Qc4 8. Qxb7 Qc6 9. Qc8#,1. e4 d5 2. exd5 Nf6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. Nc3 Nxd5 6. Nxd5 Qxd5 7. Qf3 Qc4 8. Qxb7 Qc6 9. Qc8#,"Vann - Clemow, Plymouth 1989"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Bc4 Nxc3 5. Qf3 e6 6. Qxc3 Nc6 7. Nf3 h6 8. Bb5,1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Bc4 Nxc3 5. Qf3 e6 6. Qxc3 Nc6 7. Nf3 h6 8. Bb5,"Ourmet - Cierniak, Paris 1989"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Nf6 3. Nc3 e6 4. dxe6 Bxe6 5. d4 Bb4 6. Nf3 O-O 7. Bd2 Re8 8. Ng5 Bxc3 9. Bxc3 Bg4+ 10. Be2 Rxe2+,1. e4 d5 2. exd5 Nf6 3. Nc3 e6 4. dxe6 Bxe6 5. d4 Bb4 6. Nf3 O-O 7. Bd2 Re8 8. Ng5 Bxc3 9. Bxc3 Bg4+ 10. Be2 Rxe2+,"XFile - Wall, Bill, Internet 1997"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4 5. Qa4+ N8c6 6. a3 Na6 7. d5 Nc5 8. Qb5 e6 9. dxc6 b6 10. Ke2 a5,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4 5. Qa4+ N8c6 6. a3 Na6 7. d5 Nc5 8. Qb5 e6 9. dxc6 b6 10. Ke2 a5,"Kelics - Simic, Corr. 1972"
Opening (B01),Opening (B01),1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2 Qxd5 5. Bxg4 Qe4+ 6. Be2 Qxg2 7. Bf3,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2 Qxd5 5. Bxg4 Qe4+ 6. Be2 Qxg2 7. Bf3,"Lapshun - Gouret, New York 1992"
Opening (A06),Opening (A06),1. e4 d5 2. Nf3 dxe4 3. Ng5 Qd5 4. d3 exd3 5. Bxd3 Qxg2 6. Be4,1. e4 d5 2. Nf3 dxe4 3. Ng5 Qd5 4. d3 exd3 5. Bxd3 Qxg2 6. Be4,"Krejcik - Takacs, Vienna 1920"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Nxc3 Nf6 5. Bc4 Nxe4 6. Bf4 Qe7 7. Nd5 Qd8 8. Nxc7+ Ke7 9. Qd5,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Nxc3 Nf6 5. Bc4 Nxe4 6. Bf4 Qe7 7. Nd5 Qd8 8. Nxc7+ Ke7 9. Qd5,"Wall, Bill - Duke, Internet 1977"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d6 6. Nf3 Nf6 7. O-O Nbd7 8. e5 Nxe5 9. Nxe5 dxe5 10. Bxf7+ Ke7 11. Ba3+ Kxf7 12. Qxd8,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d6 6. Nf3 Nf6 7. O-O Nbd7 8. e5 Nxe5 9. Nxe5 dxe5 10. Bxf7+ Ke7 11. Ba3+ Kxf7 12. Qxd8,"Gibbs - Davie, England 1916"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qg5 6. Nf3 Qxg2 7. Bxf7+ Kxf7 8. Rg1 Qh3 9. Ng5+,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qg5 6. Nf3 Qxg2 7. Bxf7+ Kxf7 8. Rg1 Qh3 9. Ng5+,"Wall, Bill - Van Guilder, Guam 1974"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. c3 d5 4. Qxd4 Nf6 5. Bg5 Be6 6. e5 h6 7. exf6 hxg5 8. fxg7,1. e4 e5 2. d4 exd4 3. c3 d5 4. Qxd4 Nf6 5. Bg5 Be6 6. e5 h6 7. exf6 hxg5 8. fxg7,"Kirby - Smith, Sunnyvale 1985"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. c3 d5 4. exd5 Qxd5 5. Nf3 Nc6 6. Nxd4 Nxd4 7. cxd4 Nf6 8. Nc3 Bb4 9. Qa4+,1. e4 e5 2. d4 exd4 3. c3 d5 4. exd5 Qxd5 5. Nf3 Nc6 6. Nxd4 Nxd4 7. cxd4 Nf6 8. Nc3 Bb4 9. Qa4+,"Smith - Cohn, Hanover 1902"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. Bc4 Nf6 4. Qe2 Qe7 5. e5 d5 6. exf6 Qxe2+ 7. Bxe2,1. e4 e5 2. d4 exd4 3. Bc4 Nf6 4. Qe2 Qe7 5. e5 d5 6. exf6 Qxe2+ 7. Bxe2,"Regan, N. - Kichinski, Sunnyvale 1988"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. Bc4 Nf6 4. e5 d5 5. Bb3 Ne4 6. Ne2 Bc5 7. f3 Qh4+ 8. g3 d3 9. gxh4 Bf2+ 10. Kf1 Bh3#,1. e4 e5 2. d4 exd4 3. Bc4 Nf6 4. e5 d5 5. Bb3 Ne4 6. Ne2 Bc5 7. f3 Qh4+ 8. g3 d3 9. gxh4 Bf2+ 10. Kf1 Bh3#,"Stevenson - Mariotti, Nottingham 1868"
Opening (C22),Opening (C22),1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Qe7 5. Nc3 Nf6 6. Bg5 d5 7. O-O-O dxe4 8. Nxe4 Qxe4 9. Rd8+ Kxd8 10. Qxe4,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Qe7 5. Nc3 Nf6 6. Bg5 d5 7. O-O-O dxe4 8. Nxe4 Qxe4 9. Rd8+ Kxd8 10. Qxe4,"Wall, Bill - Davidson, D., Hickory 1975"
Opening (C22),Opening (C22),1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Nf6 5. Nc3 d5 6. Bg5 dxe4 7. Nxe4 Qe7 8. O-O-O Qxe4 9. Rd8+ Kxd8 10. Qxe4,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Nf6 5. Nc3 d5 6. Bg5 dxe4 7. Nxe4 Qe7 8. O-O-O Qxe4 9. Rd8+ Kxd8 10. Qxe4,"Bronstein - NN, Sochi 1950"
Opening (C22),Opening (C22),1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc3 Bb4,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc3 Bb4,"Memo - Wall, Bill, Internet 1996"
Opening (C22),Opening (C22),1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Bc4 Ne5 6. Bb3 Bb4+ 7. c3 Bc5 8. Qg3 Bxf2+ 9. Kxf2 Nxe4+,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Bc4 Ne5 6. Bb3 Bb4+ 7. c3 Bc5 8. Qg3 Bxf2+ 9. Kxf2 Nxe4+,"NN - Leonhardt, Leipzig 1903"
Opening (C21),Opening (C21),1. e4 e5 2. d4 exd4 3. Qxd4 Qf6 4. Qe3 Nh6 5. Nc3 Ng4 6. Nd5 Qc6 7. Qf4 d6 8. Bb5 Qxb5 9. Nxc7+,1. e4 e5 2. d4 exd4 3. Qxd4 Qf6 4. Qe3 Nh6 5. Nc3 Ng4 6. Nd5 Qc6 7. Qf4 d6 8. Bb5 Qxb5 9. Nxc7+,"Barnett - Eastwood, Corr. 1949"
Opening (C20),Opening (C20),1. e4 e5 2. d4 d5 3. Nc3 exd4 4. Qxd4 dxe4 5. Nd5 c6 6. Qe5+ Kd7 7. Qf5+ Kd6 8. Bf4+ Kc5 9. b4+ Kd4 10. c3#,1. e4 e5 2. d4 d5 3. Nc3 exd4 4. Qxd4 dxe4 5. Nd5 c6 6. Qe5+ Kd7 7. Qf5+ Kd6 8. Bf4+ Kc5 9. b4+ Kd4 10. c3#,"Sas - NN, Sambor 1904"
Opening (C20),Opening (C20),1. e4 e5 2. d4 d6 3. c3 Bd7 4. Bc4 Nf6 5. Qb3 Qe7 6. Qxb7 Bc6 7. Qc8+ Qd8 8. Bxf7+ Ke7 9. Qe6#,1. e4 e5 2. d4 d6 3. c3 Bd7 4. Bc4 Nf6 5. Qb3 Qe7 6. Qxb7 Bc6 7. Qc8+ Qd8 8. Bxf7+ Ke7 9. Qe6#,"Steinitz - NN, New York 1890"
Opening (C20),Opening (C20),1. e4 e5 2. d4 f6 3. dxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Ne7 6. Qxh8,1. e4 e5 2. d4 f6 3. dxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Ne7 6. Qxh8,"Wall, Bill - Kay, Internet 1996"
Opening (A00),Opening (A00),1. Nc3 d5 2. e4 d4 3. Nd5 f5 4. Bc4 fxe4 5. Qh5+ g6 6. Qe5 c6 7. Nc7+ Kd7 8. Be6#,1. Nc3 d5 2. e4 d4 3. Nd5 f5 4. Bc4 fxe4 5. Qh5+ g6 6. Qe5 c6 7. Nc7+ Kd7 8. Be6#,"Harding - NN, London 1974"
